ID_PRUEBA,N,T_TOTAL
5,750,20086251
5,1000,64378903
5,1500,116455340
5,2000,167379239
5,2550,216558572
5,3000,278194247
6,250,1781184
6,500,15700672
6,750,13415379
6,1000,61985713
6,1500,138106789
6,2000,152922160
6,2550,224950565
6,3000,263981772
7,250,1781916
7,500,6390106
7,750,17426199
7,1000,58590825
7,1500,150963519
7,2000,164210257
7,2550,220233813
7,3000,280062602
8,250,1784468
8,500,6422484
8,750,14088459
8,1000,51101803
8,1500,126406978
8,2000,176586741
8,2550,223240015
8,3000,280023493
9,250,1774226
9,500,6366429
9,750,18513492
9,1000,25817460
9,1500,133113505
9,2000,173059464
9,2550,219827431
9,3000,281353176
10,250,1800486
10,500,17129038
10,750,28981077
10,1000,56744730
10,1500,104151633
10,2000,158220803
10,2550,210365021
10,3000,290033062
11,250,1784687
11,500,10900166
11,750,31214717
11,1000,51813607
11,1500,124362080
11,2000,186502859
11,2550,223078410
11,3000,259069042
12,250,1772498
12,500,6394370
12,750,17775797
12,1000,26218413
12,1500,101183428
12,2000,144373117
12,2550,229920103
12,3000,277385322
13,250,1810594
13,500,5380859
13,750,23072575
13,1000,36970295
13,1500,116032258
13,2000,177271093
13,2550,221612305
13,3000,261717344
14,250,1786908
14,500,6401278
14,750,31230355
14,1000,70724237
14,1500,109817339
14,2000,165204935
14,2550,229018486
14,3000,282937799
15,250,1855364
15,500,6260012
15,750,15914621
15,1000,49610783
15,1500,122703175
15,2000,151528443
15,2550,240611392
15,3000,278697305
16,250,1850924
16,500,16296001
16,750,23305567
16,1000,54167962
16,1500,126316194
16,2000,193019757
16,2550,211705799
16,3000,279841368
17,250,1778280
17,500,17634126
17,750,25485525
17,1000,68336070
17,1500,122344521
17,2000,156117568
17,2550,254705978
17,3000,277762121
18,250,2243502
18,500,17246950
18,750,14328776
18,1000,25361959
18,1500,143223931
18,2000,149395995
18,2550,231512518
18,3000,288358555
19,250,1791676
19,500,12140093
19,750,44911173
19,1000,63133568
19,1500,119533720
19,2000,143958243
19,2550,221716066
19,3000,286509818
20,250,2170043
20,500,12212291
20,750,39275911
20,1000,60836344
20,1500,140232662
20,2000,160623700
20,2550,234650138
20,3000,281511892
1,250,2018040
1,500,16247130
1,750,29390446
1,1000,62835740
1,1500,101075411
1,2000,232276766
1,2550,214877266
1,3000,281276624
2,250,2266588
2,500,11009468
2,750,30907453
2,1000,64129499
2,1500,107947479
2,2000,155687232
2,2550,229225568
2,3000,282487160
3,250,2036494
3,500,16076635
3,750,14385620
3,1000,65551730
3,1500,123218017
3,2000,171016077
3,2550,219115304
3,3000,278294512
4,250,2284843
4,500,11767505
4,750,21999562
4,1000,64386541
4,1500,115741694
4,2000,155247272
4,2550,212195560
4,3000,280599037
5,250,2243096
5,500,6519204
5,750,30032060
5,1000,62744358
5,1500,137465934
5,2000,186517731
5,2550,222749080
